right_FP_x,right_FP_y,right_FP_z,left_FP_x,left_FP_y,left_FP_z,shank_acc_x,shank_acc_y,shank_acc_z,shank_gyro_x,shank_gyro_y,shank_gyro_z,foot_acc_x,foot_acc_y,foot_acc_z,foot_gyro_x,foot_gyro_y,foot_gyro_z,thigh_acc_x,thigh_acc_y,thigh_acc_z,thigh_gyro_x,thigh_gyro_y,thigh_gyro_z,torso_acc_x,torso_acc_y,torso_acc_z,torso_gyro_x,torso_gyro_y,torso_gyro_z,hip_angle,knee_angle,L5_S1_flex_angle,hip_torque,knee_torque,L5_S1_flex_torque
-42.1524047851563,-7.7056884765625,-403.594970703125,-39.4439697265625,-0.41961669921875,-410.385131835938,0.727031111717224,-9.84861660003662,-0.984840512275696,-0.450536757707596,-0.104569934308529,-0.283015459775925,-3.5008556842804,-4.19530725479126,7.50853872299194,0.0158496405929327,-0.0657825544476509,0.0750629603862762,-0.559072315692902,-9.55219841003418,-1.62338781356812,1.33754622936249,-0.810461580753326,-0.114341162145138,-0.145292699337006,-6.26977205276489,3.07566213607788,-0.184690654277802,-0.00330642005428672,-0.0703619867563248,17.65613997,-17.31953995,-1.87088121,-0.225077835403654,0.144799123213325,0.831957044938826
-42.1142578125,-7.7056884765625,-403.4423828125,-39.36767578125,-0.6103515625,-410.15625,0.739632129669189,-9.84722328186035,-1.00319302082062,-0.451510101556778,-0.105781197547913,-0.284154981374741,-3.49336910247803,-4.20370292663574,7.51160144805908,0.0156905669718981,-0.0658585503697395,0.074948251247406,-0.564069807529449,-9.54334449768066,-1.63108050823212,1.33670651912689,-0.821471810340881,-0.116389334201813,-0.147401750087738,-6.2536153793335,3.07144403457642,-0.187303364276886,-0.00346549483947456,-0.0714283138513565,17.693770084,-17.332338589,-1.8757502745,-0.226394819683253,0.145414325438042,0.829568553723068
-42.0761108398438,-7.7056884765625,-403.060913085938,-39.36767578125,-0.6866455078125,-409.698486328125,0.7522332072258,-9.84582996368408,-1.02154552936554,-0.452483475208282,-0.106992453336716,-0.285294473171234,-3.48588252067566,-4.21209859848022,7.51466369628906,0.0155314914882183,-0.0659345537424088,0.0748335421085358,-0.569067299365997,-9.53448963165283,-1.63877308368683,1.3358668088913,-0.832482099533081,-0.118437498807907,-0.14951080083847,-6.2374587059021,3.06722593307495,-0.18991607427597,-0.0036245696246624,-0.0724946409463882,17.731400198,-17.345137228,-1.880619339,-0.227711803962851,0.14602952766276,0.82718006250731
-42.0379638671875,-7.7056884765625,-402.679443359375,-39.36767578125,-0.762939453125,-409.24072265625,0.76483428478241,-9.84443664550781,-1.03989791870117,-0.453456819057465,-0.108203716576099,-0.286433964967728,-3.47839570045471,-4.22049427032471,7.5177264213562,0.0153724169358611,-0.066010557115078,0.0747188329696655,-0.574064791202545,-9.525634765625,-1.64646577835083,1.33502697944641,-0.843492329120636,-0.120485670864582,-0.151619836688042,-6.2213020324707,3.06300783157349,-0.192528799176216,-0.00378364440985024,-0.0735609754920006,17.769030312,-17.357935867,-1.8854884035,-0.22902878824245,0.146644729887477,0.824791571291553
-42.0761108398438,-7.62939453125,-402.374267578125,-39.4058227539063,-0.6866455078125,-408.554077148438,0.777435302734375,-9.84304332733154,-1.05825042724609,-0.454430162906647,-0.109414972364902,-0.287573486566544,-3.47090911865234,-4.22888994216919,7.52078914642334,0.0152133423835039,-0.0660865530371666,0.0746041238307953,-0.579062283039093,-9.51678085327148,-1.65415847301483,1.33418726921082,-0.854502558708191,-0.122533842921257,-0.153728887438774,-6.20514535903931,3.05878973007202,-0.195141509175301,-0.00394271919503808,-0.0746273025870323,17.806660426,-17.370734506,-1.890357468,-0.230345772522048,0.147259932112195,0.822403080075795
-42.1142578125,-7.5531005859375,-402.069091796875,-39.4439697265625,-0.6103515625,-407.867431640625,0.790036380290985,-9.84165000915527,-1.07660293579102,-0.455403536558151,-0.110626235604286,-0.288712978363037,-3.4634222984314,-4.23728561401367,7.52385187149048,0.0150542678311467,-0.0661625564098358,0.074489414691925,-0.584059774875641,-9.50792598724365,-1.66185116767883,1.33334755897522,-0.865512788295746,-0.124582014977932,-0.155837938189507,-6.18898868560791,3.05457162857056,-0.197754219174385,-0.00410179421305656,-0.0756936296820641,17.84429054,-17.383533145,-1.8952265325,-0.231662756801647,0.147875134336913,0.820014588860037
-42.1142578125,-7.4005126953125,-401.992797851563,-39.4058227539063,-0.8392333984375,-407.71484375,0.802637457847595,-9.840256690979,-1.09495544433594,-0.456376880407333,-0.111837491393089,-0.289852470159531,-3.45593571662903,-4.24568128585815,7.52691411972046,0.0148951923474669,-0.066238559782505,0.0743747055530548,-0.589057266712189,-9.49907112121582,-1.66954374313354,1.33250784873962,-0.876523077487946,-0.126630187034607,-0.157946988940239,-6.17283201217651,3.05035352706909,-0.20036692917347,-0.00426086876541376,-0.0767599567770958,17.881920654,-17.396331784,-1.900095597,-0.232979741081245,0.14849033656163,0.817626097644279
-42.1142578125,-7.2479248046875,-401.91650390625,-39.36767578125,-1.068115234375,-407.562255859375,0.815238475799561,-9.83886337280273,-1.11330795288086,-0.457350224256516,-0.113048754632473,-0.290991991758347,-3.44844913482666,-4.25407695770264,7.5299768447876,0.0147361177951097,-0.0663145557045937,0.0742599964141846,-0.594054758548737,-9.4902172088623,-1.67723643779755,1.33166813850403,-0.8875333070755,-0.128678351640701,-0.160056039690971,-6.15667533874512,3.04613542556763,-0.202979639172554,-0.00441994378343225,-0.0778262838721275,17.919550768,-17.409130423,-1.9049646615,-0.234296725360844,0.149105538786348,0.815237606428521
-42.1905517578125,-7.171630859375,-401.687622070313,-39.2532348632813,-1.10626220703125,-407.028198242188,0.827839553356171,-9.83747005462646,-1.13166034221649,-0.45832359790802,-0.114260010421276,-0.29213148355484,-3.44096231460571,-4.26247262954712,7.53303956985474,0.0145770432427526,-0.0663905590772629,0.0741452872753143,-0.599052250385284,-9.48136234283447,-1.68492913246155,1.33082830905914,-0.898543536663055,-0.130726516246796,-0.162165090441704,-6.14051866531372,3.04191732406616,-0.205592349171638,-0.00457901833578944,-0.0788926184177399,17.957180882,-17.421929062,-1.909833726,-0.235613709640443,0.149720741011065,0.812849115212763
-42.266845703125,-7.0953369140625,-401.458740234375,-39.1387939453125,-1.1444091796875,-406.494140625,0.840440630912781,-9.8360767364502,-1.15001285076141,-0.459296941757202,-0.11547127366066,-0.293270975351334,-3.43347573280334,-4.2708683013916,7.53610229492188,0.0144179686903954,-0.0664665624499321,0.0740305781364441,-0.604049742221832,-9.47250747680664,-1.69262182712555,1.32998859882355,-0.90955376625061,-0.132774695754051,-0.164274141192436,-6.12436199188232,3.0376992225647,-0.208205059170723,-0.00473809335380793,-0.0799589455127716,17.994810996,-17.434727701,-1.9147027905,-0.236930693920041,0.150335943235783,0.810460623997006
